ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code
US-1860,small_airport,Bonanza Airstrip,40.0924,-109.18944,US,Utah,UT,Bonanza,
2SD2,small_airport,Pepper Port Airport,43.10580063,-98.93039703,US,South Dakota,SD,Bonesteel,2SD2
SD30,small_airport,Selle Airport,43.071905,-98.954982,US,South Dakota,SD,Bonesteel,SD30
05IL,small_airport,Classic Landings Airport,41.15670013,-88.01670074,US,Illinois,IL,Bonfield,05IL
FA55,small_airport,Garnair Airport,30.77969933,-85.76830292,US,Florida,FL,Bonifay,FA55
K1BT,small_airport,Bonne Terre Municipal Airport,37.919055,-90.57525,US,Missouri,MO,Bonne Terre,1BT
US-5187,small_airport,Flying Tails Airport,33.306528,-79.948642,US,South Carolina,SC,Bonneau,SC05
1KS9,small_airport,Belleair Airport,39.045601,-94.948996,US,Kansas,KS,Bonner Springs,1KS9
23KS,small_airport,Ney Ultralight Flightpark,39.070121,-94.948987,US,Kansas,KS,Bonner Springs,5KS9
03PR,small_airport,Sun View Field Airport,39.065947,-94.921703,US,Kansas,KS,Bonner Springs,03PR
3IS6,small_airport,Davy Jones /Private/ Airport,38.22280121,-88.88279724,US,Illinois,IL,Bonnie,3IS6
TS78,small_airport,Loesch Ranch Airport,36.39170074,-100.4690018,US,Texas,TX,Booker,TS78
US-0149,small_airport,Booker Airport,36.44139862,-100.5339966,US,Texas,TX,Booker,
US-0786,small_airport,Fourth Creek Ranch Airport,36.324061,-100.396608,US,Texas,TX,Booker,TS79
CO09,small_airport,Youtsey Airport,38.26670074,-104.2839966,US,Colorado,CO,Boone,CO09
4AR7,small_airport,Worth James Ranch Airport,35.08340073,-94.11689758,US,Arkansas,AR,Booneville,4AR7
K8M1,small_airport,Booneville Baldwyn Airport,34.59080124,-88.64759827,US,Mississippi,MS,Booneville/Baldwyn,8M1
I91,small_airport,Boonville Airport,38.04249954,-87.31780243,US,Indiana,IN,Boonville,I91
26NC,small_airport,Boonville Airport,36.22290039,-80.71559906,US,North Carolina,NC,Boonville,26NC
3NC1,small_airport,Welborn Farm Airport,36.20539856,-80.65840149,US,North Carolina,NC,Boonville,3NC1
1NK7,small_airport,Boonville Inc Airport,43.46670151,-75.24960327,US,New York,NY,Boonville,1NK7
US-6570,small_airport,Bordelonville Airport,31.09824,-91.91425,US,Louisiana,LA,Bordelonville,
47NY,small_airport,Elk Creek Airport,42.04499817,-77.34999847,US,New York,NY,Borden,47NY
6OR7,small_airport,Schmidt Airport,45.452931,-122.31821,US,Oregon,OR,Boring,6OR7
OR35,small_airport,Flying K Bar J Ranch Airport,45.442505,-122.320204,US,Oregon,OR,Boring,OR35
OR72,small_airport,Fly JLA Airport,45.441893,-122.323619,US,Oregon,OR,Boring,OR72
57CL,small_airport,Boron Airstrip,35.00360107,-117.6070023,US,California,CA,Boron,57CL
US-3589,small_airport,Kramer Junction Airstrip,34.99831,-117.55786,US,California,CA,Boron,
US-4140,small_airport,Boron West Airport,35.02425,-117.75861,US,California,CA,Boron,
US-6688,small_airport,Coyote Canyon Airport,33.32817,-116.37135,US,California,CA,Borrego Springs,
US-6706,small_airport,Mariposa Airport,33.13499,-116.13708,US,California,CA,Borrego Springs,
US-6707,small_airport,Broadway Airport,33.10486,-116.04788,US,California,CA,Borrego Springs,
WS91,small_airport,Sky Hollow Airport,43.20859909,-90.66369629,US,Wisconsin,WI,Boscobel,WS91
NM88,small_airport,Skywagon Farm Airport,34.54330063,-106.7600021,US,New Mexico,NM,Bosque,NM88
NM18,small_airport,Flying H Airport,34.540172,-106.7779,US,New Mexico,NM,Bosque,NM40
68LA,small_airport,Pilkinton Airstrip,32.329938,-93.518169,US,Louisiana,LA,Bossier City,68LA
GA16,small_airport,Taylor Field,33.72430038,-83.56680298,US,Georgia,GA,Bostwick,GA16
GE35,small_airport,Southern Oaks Airport,33.731389,-83.469722,US,Georgia,GA,Bostwick,GE35
OL26,small_airport,Goaround Airport,33.900698,-95.836058,US,Oklahoma,OK,Boswell,OL26
AK97,small_airport,Boswell Bay Airport,60.42309952,-146.1459961,US,Alaska,AK,Boswell Bay,AK97
KD09,small_airport,Bottineau Municipal Airport,48.83039856,-100.4169998,US,North Dakota,ND,Bottineau,D09
CO10,small_airport,Lemons Private Strip,39.99470139,-105.223999,US,Colorado,CO,Boulder,CO10
3U9,small_airport,Boulder Airport,46.21160126,-112.1060028,US,Montana,MT,Boulder,3U9
US-3694,small_airport,Colt Mesa / Silver Falls Airstrip,37.73983,-111.08816,US,Utah,UT,Boulder,
US-3492,small_airport,Rough Acres Ranch Airport,32.697321,-116.267796,US,California,CA,Boulevard,
US-3493,small_airport,Lansing Empire Ranch Airport,32.642792,-116.280687,US,California,CA,Boulevard,
4IN5,small_airport,Ball Field,41.34420013,-86.14830017,US,Indiana,IN,Bourbon,4IN5
II95,small_airport,Rust's Landing Airport,41.36449814,-86.06330109,US,Indiana,IN,Bourbon,II95
IN11,small_airport,Arrowhead Farm Airport,41.2928009,-86.07109833,US,Indiana,IN,Bourbon,IN11
US-0402,small_airport,Jalapeno Ranch Airport,33.860058,-113.929811,US,Arizona,AZ,Bouse,62AZ
US-1305,small_airport,Bouse Airport,33.92894,-114.00011,US,Arizona,AZ,Bouse,
US-3969,small_airport,Bouse Southeast Airstrip,33.91855,-113.97231,US,Arizona,AZ,Bouse,
US-0442,small_airport,Hefner Farms Airport,34.603617,-102.859839,US,Texas,TX,Bovina,7TS9
US-5813,small_airport,Parmer County Spraying Airport,34.52047,-102.93015,US,Texas,TX,Bovina,
US-3615,small_airport,Blanchard Mountain Landing Zone,48.59223,-122.41993,US,Washington,WA,Bow,
5B4,small_airport,Bowbells Municipal Airport,48.80970001,-102.2450027,US,North Dakota,ND,Bowbells,5B4
5P3,small_airport,Bowdle Municipal Airport,45.4394,-99.675102,US,South Dakota,SD,Bowdle,5SD3
08B,small_airport,Merrymeeting Field,44,-69.88710022,US,Maine,ME,Bowdoinham,08B
7ND5,small_airport,Buchmiller Airport,47.35969925,-99.62259674,US,North Dakota,ND,Bowdon,7ND5
1XA1,small_airport,Sky Acres Airport,33.64770126,-97.82900238,US,Texas,TX,Bowie,1XA1
2KY3,small_airport,Plane-O-Field Airport,36.83470154,-86.45829773,US,Kentucky,KY,Bowling Green,2KY3
6OH4,small_airport,Aring Field,41.35839844,-83.5582962,US,Ohio,OH,Bowling Green,6OH4
6OH6,small_airport,Shelton Airport,41.36449814,-83.54740143,US,Ohio,OH,Bowling Green,6OH6
6OH7,small_airport,Nietz Airport,41.407008,-83.679939,US,Ohio,OH,Bowling Green,6OH7
OH45,small_airport,Drake Airport,41.44704,-83.55731,US,Ohio,OH,Bowling Green,OH45
78ND,small_airport,Folske Ranch Airport,46.29499817,-103.4319992,US,North Dakota,ND,Bowman,78ND
KBWW,small_airport,Bowman Regional Airport,46.1655193,-103.30075,US,North Dakota,ND,Bowman,BWW
9Y0,small_airport,Bowstring Airport,47.54990005,-93.86689758,US,Minnesota,MN,Bowstring,9Y0
TX35,small_airport,Key's Ranch Airport,33.44319916,-94.81410217,US,Texas,TX,Boxelder/Lydia,TX35
US-0792,small_airport,Tracemont Field,31.358888,-92.7225,US,Louisiana,LA,Boyce,LA10
TA87,small_airport,Carter-Norman Airport,33.105599,-97.545258,US,Texas,TX,Boyd,TA87
US-2995,small_airport,Dauenhauer Field,33.015861,-97.634876,US,Texas,TX,Boyd,6TS2
2MD3,small_airport,Fly Away Farm Airport,39.229,-77.345333,US,Maryland,MD,Boyds,2MD3
23VG,small_airport,Murdock's Holly Bu Airport,36.70970154,-78.42810059,US,Virginia,VA,Boydton,23VG
US-0824,small_airport,Murdocks Flying V Airport,36.734008,-78.408189,US,Virginia,VA,Boydton,3VG4
SC44,small_airport,El Porvenir Airpark,34.12879944,-80.54730225,US,South Carolina,SC,Boykin,SC44
VG28,small_airport,Mann Airport,36.54899979,-77.19139862,US,Virginia,VA,Boykins,VG28
KN98,small_airport,Boyne City Municipal Airport,45.20830154,-84.99030304,US,Michigan,MI,Boyne City,N98
23MT,small_airport,Waterfall Airport,45.65719986,-111.0400009,US,Montana,MT,Bozeman,23MT
24MT,small_airport,Haggerty Airport,45.61940002,-111.0920029,US,Montana,MT,Bozeman,24MT
2MT5,small_airport,Briar Creek Airport,45.59410095,-111.1520004,US,Montana,MT,Bozeman,2MT5
MT71,small_airport,Edsall Field,45.72409821,-111.0429993,US,Montana,MT,Bozeman,MT71
3MT6,small_airport,Nistler Airport,45.634272,-111.11433,US,Montana,MT,Bozeman,3MT6
21MT,small_airport,Harris Runway Airport,45.747841,-111.072664,US,Montana,MT,Bozeman,21MT
CT36,small_airport,Gager Field,41.564499,-72.197304,US,Connecticut,CT,Bozrah,CT36
67CO,small_airport,Highline Farm Airstrip,40.46998,-104.813792,US,Colorado,CO,Bracewell,67CO
0XS7,small_airport,Anacacho Ranch Airport,29.193679,-100.280027,US,Texas,TX,Brackettville,0XS7
0XS8,small_airport,Dunbar Ranch Airport,29.07695,-100.371609,US,Texas,TX,Brackettville,0XS8
1XS8,small_airport,Pinon Ranch Airport,29.63383,-100.375729,US,Texas,TX,Brackettville,1XS8
2TX3,small_airport,La Fonda Ranch Airport,29.21689987,-100.6169968,US,Texas,TX,Brackettville,2TX3
3TA6,small_airport,Spring Ranch Airport,29.54190063,-100.2529984,US,Texas,TX,Brackettville,3TA6
55XS,small_airport,Frontier Airport,29.1663,-100.417999,US,Texas,TX,Brackettville,55XS
5XS8,small_airport,L Davis Ranch Airport,29.50394,-100.295906,US,Texas,TX,Brackettville,5XS8
74TX,small_airport,Fort Clark Springs Airport,29.28660011,-100.4339981,US,Texas,TX,Brackettville,74TX
75TX,small_airport,Leona Ranch Airport,29.509683,-100.37324,US,Texas,TX,Brackettville,75TX
TA31,small_airport,Tularosa Airport,29.43050003,-100.2580032,US,Texas,TX,Brackettville,TA31
US-1514,small_airport,Back Porch Ranch Airport,29.601894,-100.31725,US,Texas,TX,Brackettville,TE25
US-2445,small_airport,Anacacho Wind Farm Landing Strip,29.20179,-100.18862,US,Texas,TX,Brackettville,
US-2446,small_airport,Hobbs Ranch Airport,29.241,-100.3883,US,Texas,TX,Brackettville,
US-2471,small_airport,Casa Rojo Airport,29.55558,-100.41822,US,Texas,TX,Brackettville,
US-2476,small_airport,Flat Rock Creek Landing Strip,29.59578,-100.54625,US,Texas,TX,Brackettville,
US-2478,small_airport,A Foyt Ranch Airport,29.413675,-100.596485,US,Texas,TX,Brackettville,
US-2479,small_airport,Pinto Creek Airport,29.3952,-100.46863,US,Texas,TX,Brackettville,
US-2493,small_airport,Bill Moody Ranch Airport,29.1414,-100.72064,US,Texas,TX,Brackettville,
US-2494,small_airport,Hadley Wardlaw Ranch Airport,29.30618,-100.64597,US,Texas,TX,Brackettville,
US-6806,small_airport,Dry Sycamore Creek Airport,29.6308,-100.30627,US,Texas,TX,Brackettville,
1TA8,small_airport,Rio Pinto Ranch Airport,29.237167,-100.684083,US,Texas,TX,Bracketville,1TA8
1NA8,small_airport,Preszler Airstrip,46.69049835,-100.0950012,US,North Dakota,ND,Braddock,1NA8
3IS8,small_airport,Rinkenberger Restricted Landing Area,41.23089981,-89.61569977,US,Illinois,IL,Bradford,3IS8
6PN5,small_airport,Sam's Field,41.90750122,-78.62889862,US,Pennsylvania,PA,Bradford,6PN5
PS18,small_airport,Pecora Field,41.90370178,-78.62750244,US,Pennsylvania,PA,Bradford,PS18
US-5225,small_airport,Dixie Farm Service Airport,33.1067,-93.73326,US,Arkansas,AR,Bradley,
94TX,small_airport,River Bend Ranch Airport,31.43770027,-99.31559753,US,Texas,TX,Brady,94TX
XS78,small_airport,Santiago Cattle Company Airport,31.388051,-99.099905,US,Texas,TX,Brady,XS78
MY92,small_airport,Grohnke Field,45.72859955,-93.28829956,US,Minnesota,MN,Braham,MY92
78NE,small_airport,Stava Airport,41.16609955,-97.03140259,US,Nebraska,NE,Brainard,78NE
MN17,small_airport,Jackson Field,46.27220154,-94.23940277,US,Minnesota,MN,Brainerd,MN17
MN18,small_airport,Barrett Airport,46.17819977,-94.08860016,US,Minnesota,MN,Brainerd,MN18
3AL6,small_airport,Town & Country Airpark,33.49010086,-86.41249847,US,Alabama,AL,Branchville,3AL6
SC91,small_airport,Bell's Branch Airport,33.30649948,-80.84819794,US,South Carolina,SC,Branchville,SC91
9CO5,small_airport,Scherler Private Airstrip,38.5766983,-102.4369965,US,Colorado,CO,Brandon,9CO5
FL78,small_airport,Lewis Airport,27.89859962,-82.18260193,US,Florida,FL,Brandon,FL78
5MS6,small_airport,Dee's Strip,32.42300034,-90.00769806,US,Mississippi,MS,Brandon,5MS6
6MS1,small_airport,Woodbridge Airport,32.4557991,-89.96970367,US,Mississippi,MS,Brandon,6MS1
MS11,small_airport,Mohr Farm Airport,32.20849991,-89.9417038,US,Mississippi,MS,Brandon,MS11
6MS6,small_airport,Kaehr Airport,32.401461,-89.896952,US,Mississippi,MS,Brandon,6MS6
US-5211,small_airport,Mach 1 Jet Port Airport,32.450354,-89.905586,US,Mississippi,MS,Brandon,MS20
6PN9,small_airport,Mc Donald's Airport,40.88619995,-76.15350342,US,Pennsylvania,PA,Brandonville,6PN9
02MD,small_airport,Garner Field,38.672544,-76.709739,US,Maryland,MD,Brandywine,02MD
2FD0,small_airport,Lazyboy Airport,29.9758,-82.907303,US,Florida,FL,Branford,2FD0
FD16,small_airport,Flying C Farm Airport,29.96579933,-82.87280273,US,Florida,FL,Branford,FD16
FD71,small_airport,O'Brien Airpark East/West Airport,30.04829979,-82.98390198,US,Florida,FL,Branford,FD71
FL02,small_airport,Fox Field,29.88940048,-82.79869843,US,Florida,FL,Branford,FL02
US-0787,small_airport,White Field Airport,29.974944,-82.925027,US,Florida,FL,Branford,FD95
06CO,small_airport,Jecan Airport,37.38750076,-103.6910019,US,Colorado,CO,Branson,06CO
US-5803,small_airport,Val-Air Airport,33.00524,-115.46632,US,California,CA,Brawley,
1OK3,small_airport,Wolfe Field Airport,34.5760994,-97.81410217,US,Oklahoma,OK,Bray,1OK3
OK63,small_airport,Raab Field Airport,34.629834,-97.815,US,Oklahoma,OK,Bray,OK63
2TE0,small_airport,Eagle Air Park,28.98220062,-95.57969666,US,Texas,TX,Brazoria,2TE0
LS34,small_airport,Bordelon Airpark,30.30644,-91.85955,US,Louisiana,LA,Breaux Bridge,LS34
LA16,small_airport,Castille Field,30.24600029,-91.8667984,US,Louisiana,LA,Breaux Bridge,LA16
LA41,small_airport,Dupuis Airport,30.315667,-91.940778,US,Louisiana,LA,Breaux Bridge,LA41
LA76,small_airport,Spillers Club Airport,30.22940063,-91.90840149,US,Louisiana,LA,Breaux Bridge,LA76
69MN,small_airport,Yaggie Private Airport,46.27769852,-96.42949677,US,Minnesota,MN,Breckenridge,69MN
US-6556,small_airport,Eliasville Airport,32.94967,-98.74961,US,Texas,TX,Breckenridge,
US-0948,small_airport,Greater Breezewood Regional Airport,39.874077,-78.297736,US,Pennsylvania,PA,Breezewood,P17
US-0685,small_airport,Rocky Springs Airpark,33.988596,-87.077074,US,Alabama,AL,Bremen,AL30
0II1,small_airport,Unsicker Airport,40.42810059,-86.15329742,US,Indiana,IN,Bremen,0II1
0II2,small_airport,Creighton Airport,41.45729828,-86.12439728,US,Indiana,IN,Bremen,0II2
3II8,small_airport,Birkey Private Airport,41.44229889,-86.26110077,US,Indiana,IN,Bremen,3II8
NA75,small_airport,Lill Strip,47.67639923,-99.39040375,US,North Dakota,ND,Bremen,NA75
11OA,small_airport,Hide-A-Way Hills Resort Airport,39.64310074,-82.46679688,US,Ohio,OH,Bremen,11OA
WA96,small_airport,Leisureland Airpark,47.60749817,-122.7740021,US,Washington,WA,Bremerton,WA96
49TE,small_airport,K Star Ranch Airport,30.2835278,-96.4596111,US,Texas,TX,Brenham,49TE
9XS9,small_airport,Rancho Verde Airport,30.27307,-96.44071,US,Texas,TX,Brenham,9XS9
TA17,small_airport,Live Oak Ranch Airport,30.18599,-96.44465,US,Texas,TX,Brenham,TA17
TX04,small_airport,Lucky Star Ranch Airport,30.2911944,-96.5268611,US,Texas,TX,Brenham,TX04
4CA2,small_airport,Funny Farm Airport,37.94689941,-121.6470032,US,California,CA,Brentwood,4CA2
NH67,small_airport,Winterwood Airport,42.97840118,-71.0094986,US,New Hampshire,NH,Brentwood,NH67
NC16,small_airport,Brevard Airport,35.22259903,-82.72679901,US,North Carolina,NC,Brevard,NC16
3NR3,small_airport,Transylvania Community Airport,35.270277,-82.644167,US,North Carolina,NC,Brevard,3NR3
PFKT,small_airport,Brevig Mission Airport,65.33129883,-166.4660034,US,Alaska,AK,Brevig Mission,KTS
15AR,small_airport,Taylor Airport,34.827378,-90.545297,US,Arkansas,AR,Brickeys,15AR
US-1713,small_airport,Paulson Ranch Airstrip,38.22114,-119.21496,US,California,CA,Bridgeport,
US-1795,small_airport,Solitude Backcountry Airstrip,38.21736,-119.15894,US,California,CA,Bridgeport,
MI23,small_airport,Mckimmy Field,43.34690094,-83.86669922,US,Michigan,MI,Bridgeport,MI23
00N,small_airport,Bucks Airport,39.47320175,-75.18520355,US,New Jersey,NJ,Bridgeton,00N
JY17,small_airport,Woodcrest Farms Airstrip,39.469695,-75.276303,US,New Jersey,NJ,Bridgeton,JY17
JY31,small_airport,Wide Sky Airpark,39.44680023,-75.3132019,US,New Jersey,NJ,Bridgeton,JY31
N50,small_airport,Li Calzi Airport,39.40840149,-75.23709869,US,New Jersey,NJ,Bridgeton,N50
NJ84,small_airport,Hidden Acres Farm Airport,39.43310165,-75.396698,US,New Jersey,NJ,Bridgeton,NJ84
US-5935,small_airport,Blews Airport,39.50342,-75.171193,US,New Jersey,NJ,Bridgeton,34NJ
DE14,small_airport,Huey Airport,38.74399948,-75.53489685,US,Delaware,DE,Bridgeville,DE14
MI25,small_airport,Myers Airport,41.92229843,-86.54560089,US,Michigan,MI,Bridgman,MI25
VT10,small_airport,Manning Personal Airstrip,43.98139954,-73.38569641,US,Vermont,VT,Bridport,VT10
VT73,small_airport,Melrose Springs Airfield,43.944861,-73.316833,US,Vermont,VT,Bridport,VT73
15TA,small_airport,J R Ranch Airport,30.9367,-97.89932,US,Texas,TX,Briggs,15TA
TX23,small_airport,FLF Gliderport,30.8563,-97.9459,US,Texas,TX,Briggs,TX23
99XA,small_airport,Skotz Airfield,30.863976,-98.003712,US,Texas,TX,Briggs,
US-2933,small_airport,Stiletto Airpark,30.82315,-97.95815,US,Texas,TX,Briggs,XS79
US-4539,small_airport,RJ Ranch Airport,30.91543,-97.95522,US,Texas,TX,Briggs,
8CO2,small_airport,William Leon Schawo Airport,40.67079926,-104.2080002,US,Colorado,CO,Briggsdale,8CO2
9AR1,small_airport,Catlett Farms Airport,34.933266,-93.517234,US,Arkansas,AR,Briggsville,9AR1
2UT3,small_airport,Fort Ranch Airport,41.49219894,-112.5910034,US,Utah,UT,Brigham City,2UT3
22CO,small_airport,Flying E Airport,39.9580574,-104.4855576,US,Colorado,CO,Brighton,22CO
TN58,small_airport,Parsons Field,35.39170074,-89.65650177,US,Tennessee,TN,Brighton,TN58
CT96,small_airport,Green Acres Airport,41.709355,-72.971253,US,Connecticut,CT,Bristol,CT96
18ME,small_airport,Ruby Airport,43.893597,-69.495406,US,Maine,ME,Bristol,18ME
2N2,small_airport,Newfound Valley Airport,43.59199905,-71.75150299,US,New Hampshire,NH,Bristol,2N2
US-5599,small_airport,Crumley Field,36.504337,-82.183045,US,Tennessee,TN,Bristol,1TN9
US-0161,small_airport,Eisenbeck Ranch Airport,32.485699,-96.589203,US,Texas,TX,Bristol,
04WI,small_airport,Dutch Gap Airstrip,42.52339935,-88.01670074,US,Wisconsin,WI,Bristol,04WI
WI58,small_airport,Winfield Airport,42.52220154,-88.0279007,US,Wisconsin,WI,Bristol,WI58
WI95,small_airport,Binzel Airport,42.577797,-88.01405,US,Wisconsin,WI,Bristol,WI95
WN63,small_airport,Bristol Airport,42.5367012,-88.0039978,US,Wisconsin,WI,Bristol,WN63
US-0130,small_airport,Thompson Strawberry Farm Airport,42.57220078,-87.97789764,US,Wisconsin,WI,Bristol,
25OI,small_airport,Morrison Field,41.42259979,-80.87789917,US,Ohio,OH,Bristolville,25OI
2OA1,small_airport,Bristol Airstrip,41.4151001,-80.88430023,US,Ohio,OH,Bristolville,2OA1
US-0966,small_airport,Mosquito Strip Airport,41.393744,-80.813375,US,Ohio,OH,Bristolville,20OH
1OK0,small_airport,Neversweat Airport,35.894284,-96.279826,US,Oklahoma,OK,Bristow,1OK0
US-0642,small_airport,Malinchak Private Airport,35.796263,-96.428147,US,Oklahoma,OK,Bristow,OK69
9NY7,small_airport,Hart Airport,43.032452,-74.151013,US,New York,NY,Broadalbin,9NY7
NY64,small_airport,The Pines Airport,43.10290146,-74.15509796,US,New York,NY,Broadalbin,NY64
NY65,small_airport,Circle K Ranch Airport,43.136788,-74.115357,US,New York,NY,Broadalbin,NY65
NY66,small_airport,Lewis Field,43.128532,-74.124758,US,New York,NY,Broadalbin,NY66
NE19,small_airport,Ag Air Airport,41.59579849,-102.8170013,US,Nebraska,NE,Broadwater,NE19
09NC,small_airport,William Irving Lewis Airport,35.32929993,-79.02999878,US,North Carolina,NC,Broadway,09NC
VG31,small_airport,Sager Field,38.71340179,-78.86389923,US,Virginia,VA,Broadway,VG31
3NK0,small_airport,Mc Kinney Airport,43.2030983,-77.90249634,US,New York,NY,Brockport,3NK0
95KY,small_airport,Crawford Ultralightport,37.42029953,-84.36920166,US,Kentucky,KY,Brodhead,95KY
C37,small_airport,Brodhead Airport,42.59170151,-89.37509918,US,Wisconsin,WI,Brodhead,C37
84OL,small_airport,Cotton Field,36.11040115,-95.76550293,US,Oklahoma,OK,Broken Arrow,84OL
K90F,small_airport,Jewel B Callaham Municipal Airport,34.014,-94.758598,US,Oklahoma,OK,Broken Bow,90F
US-3693,small_airport,Chadbourne Ranch Airport,32.0228,-100.2493,US,Texas,TX,Bronte,
II04,small_airport,North West Indiana Air Airport,40.88389969,-87.36920166,US,Indiana,IN,Brook,II04
US-0643,small_airport,Stockwell Field,39.714315,-93.14018,US,Missouri,MO,Brookfield,MU03
K02C,small_airport,Capitol Drive Airport,43.090222,-88.17816,US,Wisconsin,WI,Brookfield,02C
09IA,small_airport,Skydive Iowa Airport,41.74580002,-92.40930176,US,Iowa,IA,Brooklyn,09IA
WA16,small_airport,Banas Field,46.79970169,-123.5410004,US,Washington,WA,Brooklyn,WA16
7WI5,small_airport,Syvrud Airport,42.88249969,-89.40070343,US,Wisconsin,WI,Brooklyn,7WI5
GA61,small_airport,Kenley Field,33.269234,-84.497624,US,Georgia,GA,Brooks,GA61
73KY,small_airport,Brooks Field,38.03329849,-85.80079651,US,Kentucky,KY,Brooks,73KY
7OR7,small_airport,Hollin Airport,45.05400085,-122.9069977,US,Oregon,OR,Brooks,7OR7
OR38,small_airport,Western Helicopter Services Airport,45.079309,-122.92594,US,Oregon,OR,Brooks,OR38
